sample_id,P_aeruginosa,P_putida,P_fluorescens,P_stutzeri,P_syringae,P_mendocina,P_alcaligenes,P_chlororaphis,P_protegens,P_synxantha,P_koreensis,P_lundensis,P_plecoglossicida,P_fulva,P_knackmussii,P_monteilii,P_veronii,P_viridiflava,P_brassicacearum,P_trivialis,P_lini,P_rhodesiae,P_gessardii,P_putrefaciens,P_fuscovaginae,P_libanensis,P_entomophila,P_parafulva,P_resinovorans,P_resinicola,P_poe,P_simiae,P_coronafaciens,P_extremorientalis,P_marginalis,P_peli,P_brassicae,P_anguilliseptica,P_pristinamycinicus,P_citronellolis
Assam_Tea_Plantation_20240115_rep2,262,313,148,555,755,1983,14,382,11,1814,237,31,100,1883,182,257,134,728,408,2127,70,45,827,37,40,367,161,114,61,1135,69,261,17,1234,130,83,255,278,324,30
Assam_Tea_Plantation_20240115_rep3,14,8,153,127,646,68,30,2,55,403,84,130,105,301,383,56,29,29,264,139,79,210,70,120,186,180,47,12,142,44,39,61,79,103,0,15,68,143,0,130
Assam_Tea_Plantation_20240115_rep4,18,1282,117,353,750,139,74,291,138,777,477,810,86,995,2133,1,804,218,567,2568,1138,11,219,33,0,782,128,189,509,279,0,418,755,87,422,5,215,10,1523,123
Assam_Tea_Plantation_20240215_rep1,16,25,0,0,411,182,76,283,278,985,9,7,299,124,981,37,7,57,340,512,203,0,14,7,1,31,77,14,40,84,164,281,16,79,60,75,31,180,233,34
Assam_Tea_Plantation_20240215_rep2,258,81,605,514,1335,11,123,433,668,979,36,1359,24,1350,73,167,217,381,349,1016,20,1353,201,2,416,22,186,489,385,430,228,73,128,16,58,941,1204,97,660,282
Assam_Tea_Plantation_20240215_rep3,187,281,1360,2093,2071,155,93,201,794,869,98,72,3,2323,1284,46,41,318,2,618,73,109,1468,570,54,20,1558,782,112,526,71,144,290,154,394,185,144,6,384,1890
Assam_Tea_Plantation_20240215_rep4,53,0,80,89,150,9,248,22,33,691,21,48,2,311,155,17,62,93,144,298,19,149,34,77,91,44,84,20,1,39,114,17,23,167,55,190,139,193,209,13
Assam_Tea_Plantation_20240215_rep5,4484,1747,1191,1389,40,1664,1284,1097,85,123,198,333,91,81,165,49,77,1,280,362,824,542,470,20,4,629,370,46,144,0,111,92,1528,106,72,329,1793,102,1,23
Assam_Tea_Plantation_20240215_rep6,48,65,52,50,1433,49,12,44,165,922,108,37,14,2370,1393,309,14,55,687,3136,217,64,153,524,418,108,12,178,0,25,128,253,208,26,569,54,101,71,694,340
Assam_Tea_Plantation_20240315_rep1,306,327,62,126,1861,94,468,121,32,580,3,266,166,2516,1765,289,26,1865,276,1431,997,4,1680,798,497,327,503,4,784,48,266,188,233,36,221,153,637,158,908,111
Assam_Tea_Plantation_20240315_rep2,11,34,35,895,1624,21,379,200,261,1275,39,789,191,654,404,2,287,10,12,887,572,190,1312,469,245,2704,597,799,193,72,136,320,708,50,54,228,494,214,822,81
Assam_Tea_Plantation_20240315_rep3,98,8,88,17,877,18,217,0,506,1150,383,176,15,1816,685,5,172,443,253,1620,0,390,11,249,1434,340,553,63,417,383,0,156,0,405,195,524,110,30,294,625
Assam_Tea_Plantation_20240315_rep4,1594,3428,797,1237,154,2004,1008,1627,876,47,239,865,0,67,40,127,55,239,200,103,51,369,1,323,528,20,102,214,26,67,78,52,21,25,650,118,504,542,675,214
Assam_Tea_Plantation_20240315_rep5,1,47,645,304,2609,53,335,316,63,3062,7,289,98,2190,1900,965,121,0,486,2544,200,546,0,40,1,1,21,118,29,98,14,291,0,1323,867,1516,1208,1356,181,1106
Assam_Tea_Plantation_20240415_rep1,214,238,429,215,2604,1161,108,78,32,1427,84,588,85,990,1531,349,0,112,162,1283,528,443,29,40,578,24,462,94,7,46,80,1996,70,427,1276,375,369,2066,209,5
Assam_Tea_Plantation_20240415_rep2,104,47,2031,693,958,1,245,178,1395,720,110,223,169,117,617,78,268,95,70,231,218,93,233,144,240,86,682,77,3,1,53,561,150,1579,500,656,121,330,29,168
Assam_Tea_Plantation_20240415_rep3,153,23,482,178,2451,494,0,579,625,1642,21,105,278,3015,1715,594,0,301,9,1819,218,1467,93,1121,77,677,17,148,699,28,946,254,1219,124,2,149,263,13,449,944
Assam_Tea_Plantation_20240415_rep4,71,64,301,6,163,31,6,26,3,130,10,247,31,348,320,36,46,6,4,294,81,111,65,5,97,132,66,15,116,50,0,62,49,159,55,0,4,20,29,184
Assam_Tea_Plantation_20240415_rep5,149,3347,41,176,1614,1481,467,241,158,347,1560,671,79,3735,1204,50,70,82,285,618,639,42,272,313,262,115,64,40,160,34,862,585,255,665,33,208,44,360,874,20
Assam_Tea_Plantation_20240515_rep1,788,116,1600,469,3443,411,3,140,300,890,499,1653,168,1971,616,2,1,353,248,1702,581,257,284,163,607,1106,319,171,0,23,133,748,66,85,385,216,1343,140,152,2
Assam_Tea_Plantation_20240515_rep2,2927,1966,2540,1145,23,959,1048,1421,1020,708,33,46,3,152,158,308,281,3,69,674,5,1134,52,160,12,147,116,478,307,9,36,0,50,48,0,55,131,1402,230,488
Assam_Tea_Plantation_20240515_rep3,91,50,101,12,334,16,117,160,32,445,117,113,18,275,462,612,86,12,26,214,31,17,186,31,246,109,292,0,269,30,255,3,69,741,185,164,23,4,143,92
Assam_Tea_Plantation_20240515_rep4,0,304,132,187,295,12,939,12,165,364,294,206,10,310,1049,142,64,3,383,876,1,5,265,15,0,174,8,142,11,8,12,60,3,28,187,69,35,495,17,10
Bhopal_Soybean_Zone_20240115_rep1,1343,1030,989,1177,191,1362,1147,670,34,40,205,0,724,583,429,4,444,336,187,82,86,202,273,44,106,2,521,139,67,247,111,5,61,163,350,31,1058,104,81,3
Bhopal_Soybean_Zone_20240115_rep2,2590,434,1833,1004,70,1590,181,659,1,213,500,14,190,196,67,168,19,40,24,557,115,74,24,228,612,525,0,345,112,1077,445,106,375,3,54,64,72,86,26,32
Bhopal_Soybean_Zone_20240115_rep3,775,1816,1256,2244,93,711,720,349,6,5,152,141,88,408,45,100,125,630,38,7,48,3,23,637,24,253,1253,114,508,925,238,895,1143,466,219,64,29,985,719,344
Bhopal_Soybean_Zone_20240215_rep1,2264,952,1561,676,153,276,453,822,27,27,282,182,35,15,159,88,0,112,131,0,181,0,110,99,127,86,36,11,41,101,6,152,4,149,53,88,104,117,3,126
Bhopal_Soybean_Zone_20240215_rep2,303,635,435,463,73,228,450,438,147,194,55,0,5,8,4,24,139,128,124,232,10,179,1,159,58,296,8,189,81,80,185,12,15,0,287,29,21,8,3,103
Bhopal_Soybean_Zone_20240215_rep3,461,1379,451,848,133,455,25,428,653,2,1,106,8,12,76,27,63,111,0,30,7,26,22,42,63,1,139,34,21,2,2,17,257,99,47,119,3,24,29,252
Bhopal_Soybean_Zone_20240215_rep4,130,230,90,133,874,656,175,13,85,622,174,17,0,685,1264,23,703,88,309,597,320,109,268,503,596,42,4,36,156,249,171,52,12,34,0,60,2,33,478,11
Bhopal_Soybean_Zone_20240215_rep5,121,534,549,472,4996,84,7,139,1889,462,12,221,279,630,1110,15,675,18,194,2437,4,111,455,385,66,1,1696,447,10,1035,92,93,46,0,1158,188,327,1,1256,1044
Bhopal_Soybean_Zone_20240215_rep6,2042,2868,1759,869,842,1743,72,704,302,14,894,55,4,451,743,147,4,902,22,393,684,0,160,28,350,79,1,243,122,24,537,346,567,217,9,50,495,148,450,117
Bhopal_Soybean_Zone_20240315_rep1,586,539,460,296,20,155,232,131,37,0,22,140,12,4,87,3,43,95,2,4,11,10,1,40,10,411,132,12,29,71,31,57,2,14,0,54,0,18,0,150
Bhopal_Soybean_Zone_20240315_rep2,3243,1773,1743,1898,75,484,1385,838,382,28,4,56,61,135,3,271,110,0,140,742,324,355,200,105,2,109,203,100,93,203,69,623,145,44,2,230,133,79,313,2
Bhopal_Soybean_Zone_20240315_rep3,1629,666,976,120,9,731,347,949,79,107,152,31,47,29,1,343,32,4,51,22,20,212,3,175,17,111,49,19,24,10,310,81,159,6,3,46,7,151,93,17
Bhopal_Soybean_Zone_20240415_rep1,599,99,924,203,1709,87,194,309,50,1195,22,3,13,2615,1876,556,290,35,1018,1336,389,986,838,52,1066,2,678,125,94,49,302,656,205,97,71,797,210,69,432,355
Bhopal_Soybean_Zone_20240415_rep2,1116,2386,758,485,98,1765,1268,328,886,1,222,349,804,3,70,94,396,24,48,121,19,434,65,90,94,18,263,522,605,1159,355,15,252,1021,8,163,4,56,276,131
Bhopal_Soybean_Zone_20240415_rep3,144,532,491,1045,1551,237,284,152,0,650,1301,30,80,892,958,5,54,15,472,1364,344,178,61,236,1112,72,681,11,12,238,0,169,15,133,1320,266,465,744,286,1664
Bhopal_Soybean_Zone_20240415_rep4,1330,17,340,769,2736,1024,245,12,42,428,669,527,0,410,672,22,206,0,0,529,1224,77,167,188,56,95,0,151,58,1649,93,49,203,11,45,30,182,9,329,217
Bhopal_Soybean_Zone_20240415_rep5,1781,1613,3017,2075,165,1065,908,635,157,218,398,61,335,257,190,204,134,220,1158,299,228,280,183,30,0,18,1,119,95,122,158,424,3,395,241,344,31,4,83,212
Bhopal_Soybean_Zone_20240415_rep6,3935,1144,1727,2016,7,1865,1545,1023,217,316,83,905,357,248,444,341,434,71,20,533,733,162,88,111,1,10,109,316,588,0,22,78,7,5,51,86,64,211,12,258
Bhopal_Soybean_Zone_20240515_rep1,642,4,7,18,444,184,32,23,373,564,481,214,59,3338,915,870,342,142,89,651,27,949,925,0,91,5,862,138,231,14,40,20,249,2,112,288,359,288,199,1792
Bhopal_Soybean_Zone_20240515_rep2,768,2186,442,1368,119,357,729,1234,230,343,45,50,12,1,17,73,937,16,12,57,222,803,503,601,61,241,154,43,143,280,215,115,94,293,718,2,37,147,6,0
Bhopal_Soybean_Zone_20240515_rep3,2954,916,2021,983,189,1217,677,1614,680,350,50,92,17,9,21,172,36,660,931,201,503,683,132,241,64,99,211,269,296,480,3,104,88,51,173,1,147,482,183,260
Kerala_Paddy_Wetland_20240115_rep1,76,3,98,89,656,161,16,132,82,304,372,304,16,420,574,503,23,119,4,1763,0,79,6,66,159,74,180,7,360,78,251,122,288,47,0,484,23,128,181,96
Kerala_Paddy_Wetland_20240115_rep2,337,1029,202,434,1463,359,1429,1831,1733,1276,185,567,330,2108,2098,56,52,149,53,1270,685,5,195,60,70,329,255,281,41,1279,6,1122,22,746,44,120,53,89,574,1114
Kerala_Paddy_Wetland_20240115_rep3,3,380,128,64,464,111,5,123,205,375,353,43,30,767,1456,815,224,0,143,476,1,62,131,384,1018,16,3,3,589,8,162,48,103,69,656,577,123,13,3,111
Kerala_Paddy_Wetland_20240115_rep4,2330,465,745,547,27,1303,893,207,25,270,9,16,154,7,131,221,78,269,3,78,143,184,0,33,7,28,412,18,191,19,672,84,121,3,7,143,10,126,2,135
Kerala_Paddy_Wetland_20240115_rep5,0,16,2,128,596,0,548,8,219,400,88,424,7,581,318,495,91,1,394,443,291,25,66,60,74,42,4,85,30,9,40,217,116,41,58,126,19,35,42,332
Kerala_Paddy_Wetland_20240115_rep6,58,188,49,94,2254,73,12,90,78,851,5,1588,94,2342,1263,107,549,42,213,1233,97,990,60,13,45,493,4,65,497,341,814,815,246,11,1299,17,238,610,12,857
Kerala_Paddy_Wetland_20240215_rep1,1876,483,1304,1066,1798,3671,1155,641,206,5,479,456,185,8,127,227,37,346,41,298,748,255,11,219,77,688,130,455,51,13,381,320,13,203,1069,41,7,242,181,1
Kerala_Paddy_Wetland_20240215_rep2,422,487,68,464,658,0,204,240,635,402,0,562,119,789,168,479,1070,58,153,629,41,309,167,1,54,273,206,0,442,17,259,572,28,886,172,423,101,42,426,720
Kerala_Paddy_Wetland_20240215_rep3,25,300,1,66,778,265,2,33,37,701,109,225,438,1308,283,587,664,52,87,506,498,36,23,58,71,233,1063,933,14,259,267,960,210,681,248,28,15,116,954,11
Kerala_Paddy_Wetland_20240315_rep1,313,76,822,412,1057,13,27,135,224,5372,527,168,234,1569,740,558,321,1208,103,1210,701,81,107,289,878,45,779,308,55,342,458,14,40,1942,20,790,85,78,237,101
Kerala_Paddy_Wetland_20240315_rep2,319,2,180,1332,616,144,268,538,1127,1808,7,183,85,1161,1370,181,86,1062,831,1312,1014,522,16,155,8,245,652,200,9,200,460,198,9,875,106,142,169,144,211,186
Kerala_Paddy_Wetland_20240315_rep3,547,0,24,452,779,25,139,2,188,2823,548,298,11,1190,1110,434,477,562,4,834,2160,2017,105,67,794,586,952,51,383,181,1221,46,412,101,53,2058,14,585,787,56
Kerala_Paddy_Wetland_20240315_rep4,78,570,598,26,1929,262,3,160,49,878,474,90,627,1006,307,4,78,91,5,851,78,60,103,95,118,56,2,220,216,510,4,864,214,103,2441,1344,167,134,389,157
Kerala_Paddy_Wetland_20240415_rep1,586,72,2,576,2374,99,343,422,478,2166,103,2,205,808,993,1,202,374,83,1599,43,191,422,57,29,221,145,269,576,362,1042,2446,74,651,531,290,106,151,710,1
Kerala_Paddy_Wetland_20240415_rep2,7,64,116,34,280,69,5,76,129,139,42,94,6,487,323,34,34,15,0,212,383,4,20,162,42,49,5,219,382,0,25,111,3,25,120,8,141,1,3,134
Kerala_Paddy_Wetland_20240415_rep3,1738,368,348,663,1882,224,245,133,23,738,33,22,518,1757,945,1011,357,232,1341,413,254,10,0,5,70,220,42,1754,90,459,12,903,622,450,657,0,666,2348,449,492
Kerala_Paddy_Wetland_20240415_rep4,140,9,1,3,41,32,6,76,37,129,260,8,37,372,136,227,16,205,304,525,29,3,4,117,30,79,84,84,0,146,22,192,52,137,58,56,54,0,51,24
Kerala_Paddy_Wetland_20240415_rep5,59,63,604,12,1372,651,147,462,2993,958,38,54,314,1184,840,3,1214,373,26,1856,263,172,38,103,119,1030,121,18,16,195,272,280,150,5,1180,18,565,168,462,220
Kerala_Paddy_Wetland_20240515_rep1,112,178,113,10,318,113,55,58,8,374,62,10,173,243,408,16,133,260,10,661,61,135,13,306,51,10,222,91,50,107,9,7,29,137,5,133,12,16,23,129
Kerala_Paddy_Wetland_20240515_rep2,14,28,12,60,433,10,105,8,6,592,234,35,54,166,286,0,10,23,15,473,2,80,2,0,77,2,11,35,4,63,17,4,106,39,121,81,16,2,1,26
Kerala_Paddy_Wetland_20240515_rep3,649,53,7,374,631,1106,238,61,145,2644,33,359,11,2494,2289,29,139,26,435,184,1039,620,135,113,23,2,527,548,22,4547,417,46,91,619,585,0,901,613,1384,88
Kerala_Paddy_Wetland_20240515_rep4,440,2,94,37,329,60,5,264,272,607,627,142,182,710,770,15,24,52,472,2154,132,45,218,9,302,268,46,351,191,570,20,3,1428,538,14,18,175,5,63,0
Punjab_Wheat_Belt_20240115_rep1,140,26,443,4,407,136,315,40,6,1251,84,75,95,325,505,100,17,0,225,163,105,153,108,37,1,78,76,71,63,38,55,42,11,6,347,163,17,38,113,194
Punjab_Wheat_Belt_20240115_rep2,727,697,52,822,1862,90,731,9,303,2960,220,549,230,1206,1148,136,20,275,229,2176,622,30,276,9,70,67,107,102,4,10,940,7,2,298,263,7,754,60,379,121
Punjab_Wheat_Belt_20240115_rep3,8,5,0,42,583,20,7,18,6,201,5,2,0,986,259,62,114,4,25,269,270,84,11,158,0,97,5,67,19,26,89,138,3,43,216,311,14,5,95,130
Punjab_Wheat_Belt_20240115_rep4,42,584,868,26,1501,1,23,74,2235,764,96,11,141,1391,301,29,47,43,10,1279,328,66,26,135,374,49,420,603,22,386,193,70,758,15,53,149,178,183,2,556
Punjab_Wheat_Belt_20240115_rep5,303,243,296,481,2858,7,94,2,671,280,990,64,1385,3495,1420,2,223,1024,724,960,351,206,1425,639,0,269,15,251,141,166,75,335,1640,78,65,252,1168,553,43,27
Punjab_Wheat_Belt_20240215_rep1,161,91,9,179,2778,41,646,90,252,1767,336,54,506,299,456,1,1937,55,951,793,26,48,148,67,756,249,436,46,370,653,120,67,30,4,239,5,627,66,122,391
Punjab_Wheat_Belt_20240215_rep2,724,516,216,0,2332,146,83,28,24,2419,1054,0,1829,1377,502,100,402,2,227,1870,38,88,107,39,25,103,384,33,155,264,935,139,13,3,740,285,52,310,259,142
Punjab_Wheat_Belt_20240215_rep3,487,567,36,287,1046,16,484,196,22,2351,104,152,848,5183,894,2,199,1310,114,604,299,199,1646,146,1046,899,670,620,650,50,269,77,316,446,204,207,49,1,33,1
Punjab_Wheat_Belt_20240215_rep4,8,82,27,36,335,457,5,40,115,1484,10,73,33,654,460,106,85,62,538,338,15,193,159,180,109,118,77,58,101,14,328,13,244,201,10,276,22,62,173,107
Punjab_Wheat_Belt_20240215_rep5,125,92,10,905,1191,3,1312,9,239,1158,520,39,295,509,1094,55,400,65,178,598,241,502,56,108,1,75,153,354,1,98,125,145,96,323,188,357,315,647,7,6
Punjab_Wheat_Belt_20240215_rep6,558,221,265,72,771,0,125,199,145,3904,49,350,169,1396,835,57,198,0,37,1195,257,46,1005,155,142,226,19,87,18,151,602,22,521,81,113,95,697,4,259,269
Punjab_Wheat_Belt_20240315_rep1,221,101,248,301,951,130,11,107,22,1258,474,11,65,1842,697,2205,734,119,146,1317,101,625,412,39,916,4,488,263,301,353,309,213,3,53,475,387,533,16,13,78
Punjab_Wheat_Belt_20240315_rep2,642,68,300,1,480,127,198,83,63,1253,100,164,208,548,24,535,0,19,10,440,215,6,447,1,49,12,150,112,186,1003,226,476,546,165,26,45,125,493,10,350
Punjab_Wheat_Belt_20240315_rep3,1163,828,605,595,178,985,501,358,133,429,233,324,187,240,219,312,59,222,139,67,271,15,23,610,27,167,2,885,6,169,116,89,44,43,247,113,103,21,5,203
Punjab_Wheat_Belt_20240315_rep4,632,578,352,611,44,115,289,225,28,38,2,3,50,9,7,4,14,18,26,2,138,9,2,29,75,6,60,72,17,36,260,41,7,0,6,136,108,1,44,175
Punjab_Wheat_Belt_20240315_rep5,5,37,111,2020,722,171,76,650,80,512,511,1,368,4650,2227,97,2,786,545,1556,760,292,244,156,15,164,251,32,1098,122,1508,1606,279,88,702,36,448,95,765,215
Punjab_Wheat_Belt_20240315_rep6,12,0,3,28,948,0,32,7,76,293,107,201,347,557,855,30,20,29,354,318,8,2,16,99,67,31,6,40,11,176,0,174,399,270,1,80,94,12,3,6
Punjab_Wheat_Belt_20240415_rep1,63,476,560,893,359,156,1,2,2,390,1,189,277,324,247,147,2,49,252,555,526,188,313,64,109,93,145,6,484,0,107,12,139,7,201,0,150,21,760,3
Punjab_Wheat_Belt_20240415_rep2,68,73,202,109,90,25,153,63,75,487,80,1,49,623,642,202,240,402,33,663,15,32,278,3,128,118,26,106,5,81,31,16,71,5,7,35,111,80,252,228
Punjab_Wheat_Belt_20240415_rep3,127,555,460,70,1263,25,760,10,4,2888,2,409,204,1522,2077,24,391,660,299,3437,245,158,386,76,337,8,10,62,149,115,132,7,39,234,16,501,172,976,618,3
Punjab_Wheat_Belt_20240415_rep4,29,20,35,1038,991,1279,379,90,145,1489,6,1090,18,729,586,1003,999,364,268,1917,8,449,1,2,141,19,3,458,80,2,1063,0,73,1213,1,388,44,87,159,4
Punjab_Wheat_Belt_20240415_rep5,121,924,0,437,2571,108,419,1049,11,257,27,1719,95,667,2703,423,162,129,668,2356,398,166,50,1540,285,16,71,66,13,43,1566,14,192,785,714,4,1176,14,21,2
Punjab_Wheat_Belt_20240515_rep1,489,659,17,129,1186,648,649,0,32,1070,76,604,59,1266,1551,2,277,438,137,662,60,209,100,95,193,1108,996,297,876,268,79,437,0,4,90,10,3,746,1,56
Punjab_Wheat_Belt_20240515_rep2,110,15,840,30,452,55,58,312,240,459,16,873,65,1157,483,305,0,84,403,44,231,811,1,161,92,764,287,567,1626,20,457,24,96,71,6,149,60,9,594,79
Punjab_Wheat_Belt_20240515_rep3,348,295,211,137,1445,0,258,613,7,3448,142,133,7,234,2051,301,1104,243,547,538,263,493,12,107,497,734,109,29,2,286,75,80,1611,212,1742,167,94,64,331,510
Punjab_Wheat_Belt_20240515_rep4,75,18,5,101,1012,359,129,95,3,512,1530,466,67,430,2625,2,393,721,68,1034,116,115,281,48,20,221,9,414,306,0,33,20,206,321,65,15,422,70,0,2
Punjab_Wheat_Belt_20240515_rep5,89,136,22,28,146,36,40,31,74,378,117,134,96,484,48,37,7,17,2,389,26,91,165,35,37,107,3,43,28,0,59,105,3,0,71,57,232,142,30,41
Punjab_Wheat_Belt_20240515_rep6,293,30,108,14,710,14,172,279,37,420,6,4,207,179,106,2,4,15,4,81,73,0,1,75,8,18,137,395,0,165,107,11,43,54,105,33,19,160,199,215
Varanasi_Rice_Farm_20240115_rep1,1070,500,466,1218,28,747,638,181,167,6,0,0,389,1,358,0,1,593,128,3,45,0,894,222,117,74,54,92,401,101,216,357,259,27,1,67,15,26,176,232
Varanasi_Rice_Farm_20240115_rep2,571,490,525,314,39,695,222,394,183,113,1,24,84,115,37,73,415,74,10,11,269,112,11,22,11,1,0,182,186,5,31,5,153,70,2,173,5,111,46,20
Varanasi_Rice_Farm_20240115_rep3,340,277,480,679,21,409,266,186,49,182,39,17,97,46,396,0,13,3,4,8,4,20,67,50,25,2,43,187,57,206,189,30,1,51,100,13,45,132,132,78
Varanasi_Rice_Farm_20240115_rep4,1390,705,1884,1989,492,227,196,348,37,6,78,1,88,313,827,13,9,39,450,76,6,13,17,61,23,27,969,95,515,1,240,152,36,437,229,183,7,555,145,393
Varanasi_Rice_Farm_20240115_rep5,2505,841,1573,673,125,3476,859,103,254,73,433,45,878,905,2,34,473,451,1117,47,65,514,84,2345,40,171,1032,497,625,69,1,353,238,354,218,975,428,120,1168,85
Varanasi_Rice_Farm_20240115_rep6,5181,2635,2160,324,706,1019,804,634,14,16,340,0,903,225,378,253,26,16,37,12,82,213,208,201,55,282,785,883,293,42,1,268,170,8,2557,532,99,1,65,0
Varanasi_Rice_Farm_20240215_rep1,294,6,211,1195,2080,4,491,127,1285,331,93,2050,70,1399,378,470,408,7,123,2737,168,201,122,5,23,6,0,284,18,181,485,1303,127,76,32,143,130,338,17,8
Varanasi_Rice_Farm_20240215_rep2,1275,145,126,153,1851,105,193,224,24,862,1163,44,942,2153,545,363,976,32,35,542,438,45,130,59,343,825,948,5,137,317,182,43,225,150,332,341,59,115,4,143
Varanasi_Rice_Farm_20240215_rep3,99,93,26,18,607,59,27,163,244,588,239,2,371,513,390,16,143,31,23,403,205,49,93,163,7,35,57,48,86,186,1,85,97,0,85,229,15,125,33,270
Varanasi_Rice_Farm_20240215_rep4,1220,826,597,850,143,230,1180,444,1042,173,66,294,12,115,144,73,92,409,220,99,164,110,995,300,384,201,270,326,87,110,130,9,0,830,12,154,116,179,2,44
Varanasi_Rice_Farm_20240315_rep1,95,637,5,333,16,521,185,120,13,1,2,41,1,98,21,92,92,91,38,21,50,310,123,6,21,15,4,1,30,76,77,28,173,235,68,0,136,0,19,196
Varanasi_Rice_Farm_20240315_rep2,1513,1245,348,1315,134,791,979,756,585,121,422,80,1959,907,955,4,18,678,104,92,0,28,3,64,70,1443,1,1191,218,70,0,2,29,334,335,170,3,4,2,5
Varanasi_Rice_Farm_20240315_rep3,605,1706,1824,1644,792,2370,1392,1538,18,2,40,4,124,2,74,464,194,876,407,233,49,247,20,144,383,400,3,888,1767,903,1000,515,78,495,7,75,241,8,32,1
Varanasi_Rice_Farm_20240315_rep4,1214,1382,2010,561,351,173,662,1218,33,71,176,400,0,280,29,87,516,190,1,0,129,546,144,85,26,37,77,446,214,15,2,351,258,46,84,20,43,1,65,0
Varanasi_Rice_Farm_20240315_rep5,1324,1155,4492,1925,300,625,697,1234,62,1133,393,22,51,509,400,42,101,662,33,208,59,505,88,559,31,182,17,5,129,148,346,1465,4,683,105,8,75,13,250,404
Varanasi_Rice_Farm_20240315_rep6,3360,946,1243,905,270,422,906,804,2117,35,118,2,243,285,1,1010,15,180,10,42,365,3,113,288,21,106,78,33,6,168,153,15,81,88,280,10,371,327,96,14
Varanasi_Rice_Farm_20240415_rep1,527,1950,2410,1663,111,1649,1782,2161,425,23,288,169,427,126,285,32,129,81,92,60,332,2,620,4,211,124,163,1,54,371,320,23,157,46,16,58,593,14,0,550
Varanasi_Rice_Farm_20240415_rep2,2009,2801,2306,1572,75,581,210,1628,1003,98,401,231,262,2,255,74,238,819,91,337,327,5,5,172,27,415,220,2131,515,496,0,49,58,554,80,375,194,225,189,0
Varanasi_Rice_Farm_20240415_rep3,206,48,1,2,833,105,38,21,440,352,413,59,41,652,836,158,175,127,91,382,2,505,93,114,115,12,1040,15,92,3,142,428,8,87,11,234,0,37,596,47
Varanasi_Rice_Farm_20240515_rep1,39,810,41,16,760,232,4,197,661,1193,227,418,12,479,1534,97,163,43,663,1472,240,411,73,20,12,361,3,465,31,728,312,25,24,32,147,210,389,934,712,124
Varanasi_Rice_Farm_20240515_rep2,467,14,228,244,1409,1,309,522,212,1356,1292,86,308,1121,566,66,606,682,629,1198,33,440,37,90,0,63,293,65,17,186,1517,496,186,232,1287,448,233,780,115,116
Varanasi_Rice_Farm_20240515_rep3,100,74,1,1,144,300,10,330,2,792,251,67,493,239,262,0,103,82,119,532,52,147,26,332,130,9,154,50,181,34,746,2,15,190,83,2,76,136,467,35
Varanasi_Rice_Farm_20240515_rep4,193,363,0,153,406,47,50,9,10,378,1,144,457,810,592,0,257,3,66,139,18,362,177,24,9,7,10,0,214,242,15,221,252,21,190,349,87,48,173,116
Varanasi_Rice_Farm_20240515_rep5,359,83,1,95,686,439,356,1,161,904,675,886,5,886,1784,677,359,11,181,1149,240,78,770,7,112,54,495,928,151,460,686,30,3,0,307,19,231,628,61,16
Varanasi_Rice_Farm_20240515_rep6,48,700,20,1035,2797,131,162,30,83,3736,1310,1116,162,1780,1017,65,31,94,6,2245,198,255,478,366,239,884,196,5,68,373,0,255,6,9,86,4,853,1890,1455,41
Coimbatore_Sugarcane_Field_20240115_rep1,1,1652,1001,243,1518,30,486,476,169,1762,561,196,3,883,944,3,48,47,83,2111,420,505,663,494,61,2,45,355,85,104,378,175,9,59,430,438,28,232,82,822
Coimbatore_Sugarcane_Field_20240115_rep2,110,0,53,39,144,9,194,51,23,195,2,310,9,427,103,6,221,0,0,321,54,3,91,27,20,3,47,91,122,2,146,11,0,0,113,116,70,7,55,24
Coimbatore_Sugarcane_Field_20240115_rep3,283,250,76,449,1295,254,241,113,9,1463,121,116,1137,1644,1230,802,11,1266,196,1763,1737,30,119,707,135,306,29,112,13,413,239,112,9,109,380,46,460,13,837,2042
Coimbatore_Sugarcane_Field_20240215_rep1,1013,219,15,365,1439,1461,4,34,72,2084,11,24,902,783,2249,160,25,23,417,438,84,783,54,440,252,554,74,141,75,4,74,11,831,40,705,218,6,56,157,169
Coimbatore_Sugarcane_Field_20240215_rep2,332,262,594,155,677,309,832,412,7,468,44,133,19,1212,1427,880,13,5,46,921,339,0,257,368,74,3,81,4,57,66,308,441,212,1,158,7,85,166,183,163
Coimbatore_Sugarcane_Field_20240215_rep3,126,43,595,17,1967,980,203,130,78,1496,5,30,819,421,882,81,7,415,26,433,179,155,176,1056,16,96,7,1106,98,236,416,326,182,115,145,48,12,34,27,773
Coimbatore_Sugarcane_Field_20240215_rep4,716,430,401,63,2075,188,55,492,111,2183,254,17,111,1727,2133,78,6,242,285,1287,30,2,364,4,24,37,245,1032,416,558,359,21,182,1073,115,240,279,745,56,152
Coimbatore_Sugarcane_Field_20240215_rep5,100,280,870,21,2373,210,71,105,66,1100,287,57,212,1866,1263,120,222,79,373,321,21,308,174,281,50,135,26,548,9,451,21,2,307,0,294,104,1174,164,65,43
Coimbatore_Sugarcane_Field_20240215_rep6,297,587,6,1,855,80,164,610,80,2010,2633,6,1281,1793,1847,56,95,22,13,3277,7,311,523,370,294,3,57,453,1,685,459,95,218,95,99,575,1397,214,8,67
